"","Day_of_Week","Director","Genre","Movie_Title","Release_Date","Studio","Adjusted_Gross","Budget","Gross_rev","IMDb_Rating","MovieLens_Rating","Overseas_rev","Overseas_Perc","Profit","Profit_perc","Runtime_min","US_rev","US_perc","adjusted_Gross2","Adjusted_Gross2","MovieLens_Rating2","Profit_log","Profit_perc_log"
"405","Friday","Brian Levant","comedy","The Flintstones","27/05/1994","Universal",548.1,45,341.6,4.8,2.43,211.1,61.8,296.6,659.1,91,130.5,38.2,548.1,2.7388598020722,4.86,2.47217114669236,2.81895131164017
"406","Friday","Martin Campbell","action","GoldenEye","17/11/1995","MGM",549.6,60,352.2,7.2,3.44,245.8,69.8,292.2,487,130,106.4,30.2,549.6,2.74004672405149,6.88,2.46568021159828,2.68752896121463
"407","Thursday","Clint Eastwood","action","American Sniper","25/12/2014","WB",549.6,58,547.1,7.4,3.5,197,36,489.1,843.3,132,350.1,64,549.6,2.74004672405149,7,2.68939766282128,2.9259821003271
"408","Friday","Marc Forster","sci-fi","World War Z","21/06/2013","Paramount Pictures",551.2,190,540,7,3.36,337.6,62.5,350,184.2,116,202.4,37.5,551.2,2.74130920889957,6.72,2.54406804435028,2.26528962586083
"409","Wednesday","Andy Wachowski, Lana Wachowski","sci-fi","The Matrix Revolutions","5/11/2003","WB",552.3,110,427.3,6.7,3.15,288,67.4,317.3,288.5,129,139.3,32.6,552.3,2.74217504322368,6.3,2.50147007210041,2.46014581749175
"410","Wednesday","Gareth Edwards","action","Godzilla","20/05/1998","Sony",552.9,160,379,6.5,2.96,242.7,64,219,136.9,123,136.3,36,552.9,2.74264658993874,5.92,2.34044411484012,2.13640344813399
"411","Friday","Ron Howard","adventure","Apollo 13","30/06/1995","Universal",554.3,65,355.2,7.6,3.88,181.4,51.1,290.2,446.5,140,173.8,48.9,554.3,2.74374487859246,7.76,2.46269740810172,2.64982146322457
"412","Friday","Richard Stanley","drama","Brave","22/06/2012","Buena Vista Studios",558.3,185,539,7.2,3.59,301.7,56,354,191.4,50,237.3,44,558.3,2.74686762785043,7.18,2.54900326202579,2.28194193344082
"413","Friday","Stephen Sommers","action","The Mummy","4/5/2001","Universal",558.5,98,415.9,7,1.5,260.5,62.6,317.9,324.4,130,155.4,37.4,558.5,2.74702317745163,3,2.50229052791477,2.51108084553912
"414","Tuesday","Jonathan Mostow","action","Terminator 3: Rise of the Machines","1/7/2003","WB",560.1,170,433.4,6.4,3.12,283,65.3,263.4,154.9,109,150.4,34.7,560.1,2.74826557266874,6.24,2.42061577062577,2.19005141775921
"415","Friday","Greg MacGillivray","action","Speed","10/6/1994","Fox",562.3,30,350.4,7.2,3.5,229.2,65.4,320.4,1068,30,121.2,34.6,562.3,2.7499680835094,7,2.5056925074122,3.02857125269254
"416","Friday","Charles Russell","comedy","The Mask","29/07/1994","New Line Cinema",564.2,23,351.6,6.8,3.18,231.6,65.9,328.6,1428.7,101,119.9,34.1,564.2,2.75143308181935,6.36,2.51666755909904,3.15494104473033
"417","Wednesday","John Lasseter","animation","Toy Story","22/11/1995","Buena Vista Studios",564.9,30,362,8.3,3.92,170.2,47,332,1106.7,80,191.8,53,564.9,2.75197157473633,7.84,2.52113808370404,3.04402990994647
"418","Friday","Seth MacFarlane","comedy","Ted","29/06/2012","Universal",569,50,549.4,7,3.35,330.6,60.2,499.4,998.8,106,218.8,39.8,569,2.75511226639507,6.7,2.69844853801533,2.99947853367931
"419","Friday","Amy Heckerling","romance","Look Who's Talking","13/10/1989","TriStar",569.6,7.5,297,5.8,2.67,156.9,52.8,289.5,3860,93,140.1,47.2,569.6,2.7555699806288,5.34,2.46164856806346,3.58658730467176
"420","Friday","Sam Taylor-Wood","drama","Fifty Shades of Grey","13/02/2015","Universal",569.7,40,569.7,4.2,1.95,403.5,70.8,529.7,1324.3,125,166.2,29.2,569.7,2.75564621945668,3.9,2.7240299729356,3.12198637905084
"421","Friday","Lee Tamahori","action","Die Another Day","22/11/2002","MGM",571,142,432,6.1,3.14,271,62.7,290,204.2,133,160.9,37.3,571,2.75663610824585,6.28,2.46239799789896,2.31005573775089
"422","Friday","John McTiernan","action","Die Hard: With A Vengeance","19/05/1995","Fox",571.3,90,366.1,7.6,3.49,266.1,72.7,276.1,306.8,131,100,27.3,571.3,2.75686422406055,6.98,2.44106640663926,2.48685535527694
"423","Friday","Andrew Stanton","animation","WALL-E","27/06/2008","Buena Vista Studios",575.8,180,521.3,8.4,4.04,297.5,57.1,341.3,189.6,98,223.8,42.9,575.8,2.76027166054206,8.08,2.53313628827864,2.27783833300205
"424","Friday","Guy Ritchie","action","Sherlock Holmes: A Game of Shadows","16/12/2011","WB",576.6,125,545.4,7.5,3.8,358.6,65.7,420.4,336.3,129,186.8,34.3,576.6,2.76087463805219,7.6,2.6236627073562,2.52672686731464
"425","Friday","Shawn Levy","adventure","Night at the Museum","19/12/2014","Fox",577.1,127,574.5,6.4,3.13,323.6,56.3,447.5,352.4,98,250.9,43.7,577.1,2.76125107430866,6.26,2.65079303965193,2.54703589974001
"426","Friday","Tim Burton","adventure","Charlie and the Chocolate Factory","15/07/2005","WB",578.4,150,475,6.7,3.36,268.5,56.5,325,216.7,115,206.5,43.5,578.4,2.76222828428647,6.72,2.51188336097887,2.33585891131982
"427","Wednesday","John Landis","comedy","Coming to America","29/06/1988","Paramount Pictures",580.5,39,288.8,6.9,3.5,160.6,55.6,249.8,640.5,116,128.2,44.4,580.5,2.76380222407459,7,2.39759243403812,2.8065191340807
"428","Friday","Guy Ritchie","action","Sherlock Holmes","25/12/2009","WB",580.8,90,524,7.6,3.79,315,60.1,434,482.2,128,209,39.9,580.8,2.76402660769204,7.58,2.63748972951251,2.68322720604144
"429","Friday","Stephen Sommers","action","The Mummy Returns","4/5/2001","Universal",581.4,98,433,6.3,2.94,231,53.3,335,341.8,130,202,46.7,581.4,2.76447502743441,5.88,2.52504480703685,2.53377205838472
"430","Friday","Doug Liman","action","Mr. & Mrs. Smith","10/6/2005","Fox",582.3,110,478.2,6.5,3.26,291.9,61,368.2,334.7,120,186.3,39,582.3,2.76514679010803,6.52,2.566083784168,2.52465571235778
"431","Wednesday","Barry Sonnenfeld","action","Men in Black II","3/7/2002","Sony",584,140,441.8,7.6,3.61,251.4,56.9,301.8,215.6,88,190.4,43.1,584,2.7664128471124,7.22,2.47971923543957,2.3336487565147
"432","Friday","Chris Miller","animation","Puss in Boots","28/10/2011","Pacific Data/DreamWorks",586.7,130,555,6.7,3.4,405.7,73.1,425,326.9,90,149.3,26.9,586.7,2.76841608821633,6.8,2.62838893005031,2.51441492058037
"433","Friday","Edward Zwick","action","The Last Samurai","5/12/2003","WB",590.4,120,456.8,7.7,3.7,345.6,75.7,336.8,280.7,154,111.1,24.3,590.4,2.77114634881499,7.4,2.52737208282761,2.44824241263444
"434","Friday","Brad Lewis, John Lasseter","animation","Cars 2","24/06/2011","Buena Vista Studios",591.9,200,559.9,6.3,3.05,368.4,65.8,359.9,180,106,191.5,34.2,591.9,2.77224833997185,6.1,2.55618184665291,2.25527250510331
"435","Friday","Chris Renaud, Pierre Coffin","animation","Despicable Me","9/7/2010","Universal",592.3,69,543.1,7.7,3.81,291.6,53.7,474.1,687.1,95,251.5,46.3,592.3,2.77254173264094,7.62,2.67586995531896,2.83701994854091
"436","Friday","Robert Zemeckis","adventure","Cast Away","22/12/2000","Fox",593.3,85,429.6,7.7,3.62,196,45.6,344.6,405.4,143,233.6,54.4,593.3,2.77327434833745,7.24,2.53731527311201,2.60788374435699
"437","Friday","Raja Gosnell","animation","The Smurfs","29/07/2011","Sony",595.9,110,563.7,5.5,2.43,421.1,74.7,453.7,412.5,103,142.6,25.3,595.9,2.77517338542479,4.86,2.65676877926602,2.61542395288594
"438","Friday","Paul Verhoeven","mystery","Basic Instinct","20/03/1992","TriStar",598.2,49,352.9,6.9,3.35,235.2,66.6,303.9,620.2,127,117.7,33.4,598.2,2.7768464086953,6.7,2.48273070007994,2.79253176190131
"439","Friday","Kirk DeMicco, Chris Sanders","animation","The Croods","22/03/2013","Fox",599.4,135,587.2,7.3,3.41,400,68.1,452.2,335,98,187.2,31.9,599.4,2.77771673860963,6.82,2.65533055800934,2.52504480703685
"440","Friday","Michael Bay","action","Pearl Harbor","25/05/2001","Buena Vista Studios",603.2,151.5,449.2,6,2.85,250.7,55.8,297.7,196.5,183,198.5,44.2,603.2,2.78046133286172,5.7,2.47377883464672,2.29336255471145
"441","Friday","David Silverman","animation","The Simpsons Movie","27/07/2007","Fox",604.7,72.5,527.1,7.4,3.51,343.9,65.3,454.6,627,87,183.1,34.7,604.7,2.78153996860594,7.02,2.65762943138895,2.79726754083072
"442","Friday","Lewis Milestone","thriller","Ocean's Eleven","7/12/2001","WB",605.2,85,450.7,7.8,3.79,267.3,59.3,365.7,430.2,127,183.4,40.7,605.2,2.78189891935115,7.58,2.56312496033804,2.63367040605144
"443","Friday","Andrew Davis","action","The Fugitive","6/8/1993","WB",607.1,44,368.9,7.8,3.99,185,50.2,324.9,738.4,130,183.9,49.8,607.1,2.78326023287295,7.98,2.51174971134498,2.86829168801786
"444","Friday","James Cameron","action","True Lies","15/07/1994","Fox",608,100,378.9,7.2,3.5,232.6,61.4,278.9,278.9,141,146.3,38.6,608,2.78390357927274,7,2.44544851426605,2.44544851426605
"445","Friday","Chris Columbus","comedy","Home Alone 2: Lost in New York","20/11/1992","Fox",608.5,20,359,6.5,2.52,185.4,51.6,339,1695,120,173.6,48.4,608.5,2.78426058256608,5.04,2.53019969820308,3.2291697025391
"446","Thursday","Todd Phillips","comedy","The Hangover Part II","26/05/2011","WB",620.4,80,586.8,6.5,3.09,332.3,56.6,506.8,633.5,102,254.5,43.4,620.4,2.79267178914157,6.18,2.7048366062114,2.80174661921946
"447","Friday","Dean DeBlois","animation","How to Train Your Dragon 2","13/06/2014","Fox",621.7,145,618.9,7.9,3.73,441.9,71.4,473.9,326.8,102,177,28.6,621.7,2.79358086736816,7.46,2.6756867086994,2.51428204786038
"448","Friday","Wolfgang Petersen","action","Troy","14/05/2004","WB",626.2,150,497.4,7.2,3.32,364,73.2,347.4,231.6,163,133.4,26.8,626.2,2.7967130632809,6.64,2.54082981411108,2.3647385550554
"449","Friday","Tom Shadyac","comedy","Bruce Almighty","23/05/2003","Universal",626.3,81,484.6,6.7,3.22,241.8,49.9,403.6,498.3,101,242.8,50.1,626.3,2.79678241170131,6.44,2.60595115756487,2.69749088717106
"450","Wednesday","Tony Scott","action","Beverly Hills Cop II","20/05/1987","Paramount Pictures",628,20,300,6.4,3.07,146.3,48.8,280,1400,100,153.7,51.2,628,2.7979596437372,6.14,2.44715803134222,3.14612803567824
"451","Wednesday","Ang Lee","adventure","Life of Pi","21/11/2012","Fox",630.8,120,609,8,3.8,484,79.5,489,407.5,127,125,20.5,630.8,2.79989168465687,7.6,2.68930885912362,2.610127613076
"452","Friday","Ridley Scott","action","Gladiator","5/5/2000","DreamWorks",631.9,103,457.6,8.5,3.96,269.9,59,354.6,344.3,155,187.7,41,631.9,2.80064835536399,7.92,2.5497387312649,2.53693702270467
"453","Wednesday","John Woo","action","Mission: Impossible","24/05/2000","Paramount Pictures",632.1,120,457.7,7.1,3.39,276.7,60.5,337.7,281.4,123,181,39.5,632.1,2.80078579032776,6.78,2.52853106063541,2.44932409309873
"454","Wednesday","Robert Zemeckis","adventure","Back to the Future Part II","22/11/1989","Universal",636.7,40,332,7.8,3.44,213.5,64.3,292,730,108,118.5,35.7,636.7,2.80393484986384,6.88,2.46538285144842,2.86332286012046
"455","Wednesday","Kevin Lima, Chris Buck","animation","Tarzan","16/06/1999","Buena Vista Studios",639.8,130,448.2,7.2,3.46,277.1,61.8,318.2,244.8,88,171.1,38.2,639.8,2.80604423574809,6.92,2.50270017531056,2.38881141347352
"456","Wednesday","Byron Howard, Nathan Greno","animation","Tangled","24/11/2010","Buena Vista Studios",645.4,260,591.8,7.8,3.85,391,66.1,331.8,127.6,100,200.8,33.9,645.4,2.80982896106789,7.7,2.52087638168834,2.10585067438514
"457","Friday","Barry Sonnenfeld","action","MIB 3","25/05/2012","Sony",646.3,215,624,6.9,3.41,445,71.3,409,190.2,106,179,28.7,646.3,2.81043415592267,6.82,2.61172330800734,2.2792105126014
"458","Friday","Jon Favreau","action","Iron Man","2/5/2008","Paramount Pictures",646.4,186,585.2,7.9,3.92,266.8,45.6,399.2,214.6,126,318.4,54.4,646.4,2.81050134776653,7.84,2.60119053261533,2.33162971762993
"459","Friday","Marc Forster","action","Quantum of Solace","14/11/2008","Sony",647.4,230,586.1,6.7,3.38,417.7,71.3,356.1,154.8,106,168.4,28.7,647.4,2.81117269506655,6.76,2.55157197367425,2.18977095634687
"460","Friday","Tom McGrath, Eric Darnell","animation","Madagascar","27/05/2005","DreamWorks",648.6,75,532.7,6.9,3.1,339.1,63.7,457.7,610.3,86,193.6,36.3,648.6,2.81197694433695,6.2,2.6605809124273,2.78554336995659
"461","Wednesday","Jay Roach","comedy","Meet the Fockers","22/12/2004","Universal",650.3,60,516.6,6.3,3.11,237.4,45.9,456.6,761,115,279.3,54.1,650.3,2.8131137540079,6.22,2.65953590715422,2.88138465677057
"462","Friday","Andrew Adamson, Vicky Jenson","animation","Shrek","18/05/2001","DreamWorks",650.4,50,484.4,7.9,3.85,216.7,44.7,434.4,868.8,90,267.7,55.3,650.4,2.81318053258601,7.7,2.63788981658079,2.93891981224477
"463","Friday","Christopher Williams, Don Hall","animation","Big Hero 6","7/11/2014","Buena Vista Studios",655,165,652.1,7.9,3.82,429.6,65.9,487.1,295.2,102,222.5,34.1,655,2.81624129999178,7.64,2.68761812957177,2.470116353151
"464","Friday","Alan Taylor","action","Thor: The Dark World","8/11/2013","Buena Vista Studios",658.2,170,644.8,7.1,3.51,438.4,68,474.8,279.3,112,206.4,32,658.2,2.81835787795835,7.02,2.67651071028255,2.446070935701
"465","Wednesday","Andy Wachowski, Lana Wachowski","action","The Matrix","31/03/1999","WB",661.6,65,463.5,8.7,4.19,292,63,398.5,613.1,136,171.5,37,661.6,2.82059549654449,8.38,2.60042832573213,2.78753131612723
"466","Friday","Justin Lin","action","Fast Five","29/04/2011","Universal",661.9,125,626.1,7.3,3.44,416.3,66.5,501.1,400.9,130,209.8,33.5,661.9,2.8207923810882,6.88,2.69992440274248,2.60303605625052
"467","Wednesday","Robert Zemeckis","animation","Who Framed Roger Rabbit","22/06/1988","Buena Vista Studios",663,70,329.8,7.7,3.52,173.4,52.6,259.8,371.1,104,156.5,47.4,663,2.82151352840477,7.04,2.41463914673701,2.56949095434878
"468","Wednesday","George P. Cosmatos","action","Rambo: First Blood Part II","22/05/1985","TriStar",663.9,44,300.4,6.4,2.8,150,49.9,256.4,582.7,96,150.4,50.1,663.9,2.82210266864692,5.6,2.40891802084678,2.76544501809015
"469","Wednesday","Sylvester Stallone","action","Rocky IV","27/11/1985","UA Entertainment",664.1,28,300.5,6.7,2.82,172.6,57.4,272.5,973.2,91,127.9,42.6,664.1,2.82223348023884,5.64,2.43536650661266,2.98820210025878
"470","Friday","Tom McGrath, Eric Darnell","animation","Madagascar: Escape 2 Africa","7/11/2008","Pacific Data/DreamWorks",667,150,603.9,6.7,3.34,423.9,70.2,453.9,302.6,89,180,29.8,667,2.82412583391655,6.68,2.65696018274285,2.48086892368717
"471","Friday","Adrian Lyne","drama","Fatal Attraction","18/09/1987","Paramount Pictures",670.1,14,320.1,6.9,3.44,163.5,51.1,306.1,2186.4,119,156.6,48.9,670.1,2.82613961793591,6.88,2.48586332959733,3.3397296186846
"472","Wednesday","Peter Jackson","adventure","King Kong","14/12/2005","Universal",670.3,207,550.5,7.3,3.34,332.4,60.4,343.5,165.9,187,218.1,39.6,670.3,2.82626921939373,6.68,2.53592674139557,2.21984638602436
"473","Friday","Francis Lawrence","drama","I Am Legend","14/12/2007","WB",671.4,150,585.3,7.2,3.5,329,56.2,435.3,290.2,101,256.4,43.8,671.4,2.82698133691199,7,2.6387886671574,2.46269740810172
"474","Friday","Phyllida Lloyd","comedy","Mamma Mia!","18/07/2008","Universal",673.5,52,609.8,6.4,3.17,465.7,76.4,557.8,1072.7,108,144.1,23.6,673.5,2.828337600059,6.34,2.74647850993003,3.03047828062241
"475","Friday","Ivan Reitman","adventure","Ghostbusters","8/6/1984","Colombia Pictures",675.7,30,295.2,6.9,3.74,53,18,265.2,884,105,242.2,82,675.7,2.82975391892497,7.48,2.42357351973274,2.94645226501307
"476","Wednesday","Christopher Nolan","sci-fi","Interstellar","5/11/2014","Paramount Pictures",675.7,165,672.7,8.7,4.05,484.7,72.1,507.7,307.7,169,188,27.9,675.7,2.82975391892497,8.1,2.70560716340461,2.48812749624746
"477","Friday","Jon Favreau","action","Iron Man 2","7/5/2010","Paramount Pictures",680.4,170,623.9,7.1,3.61,311.5,49.9,453.9,267,124,312.4,50.1,680.4,2.83276430494053,7.22,2.65696018274285,2.42651126136458
"478","Friday","Kevin Reynolds","action","Robin Hood: Prince of Thieves","14/06/1991","WB",681.8,50,390.5,6.9,3.28,225,57.6,340.5,681,143,165.5,42.4,681.8,2.83365699689287,6.56,2.5321171162488,2.83314711191279
"479","Friday","Zack Snyder","action","Man of Steel","14/06/2013","WB",681.9,225,668,7.2,3.4,377,56.4,443,196.9,143,291,43.6,681.9,2.83372069044463,6.8,2.64640372622307,2.29424571613812
"480","Friday","Roland Emmerich","sci-fi","The Day After Tomorrow","28/05/2004","Fox",685.2,125,544.3,6.4,3.05,357.5,65.7,419.3,335.4,124,186.7,34.3,685.2,2.83581735429347,6.1,2.62252486240357,2.52556305827007
"481","Friday","Lewis Gilbert","action","Moonraker","29/06/1979","MGM",688.8,31,210.3,6.2,3.16,140,66.6,179.3,578.4,126,70.3,33.4,688.8,2.8380931384456,6.32,2.25358028956218,2.76222828428647
"482","Wednesday","Peter Berg","action","Hancock","2/7/2008","Sony",689.7,150,624.4,6.5,3.22,396.4,63.5,474.4,316.3,92,227.9,36.5,689.7,2.83866022598894,6.44,2.67614468035621,2.50009919191572
"483","Friday","John Lasseter, Lee Unkrich, Ash Brannon","animation","Toy Story 2","19/11/1999","Buena Vista Studios",692.3,90,485,5.9,2.53,239.2,49.3,395,438.9,92,245.9,50.7,692.3,2.84029433161144,5.06,2.59659709562646,2.64236558084497
"484","Wednesday","Mick Jackson","romance","The Bodyguard","25/11/1992","WB",696.6,25,411,7,3.34,289,70.3,386,1544,129,122,29.7,696.6,2.84298347012222,6.68,2.58658730467176,3.18864729599972
"485","Thursday","Jennifer Yuh Nelson","animation","Kung Fu Panda","5/6/2008","Pacific Data/DreamWorks",697.7,130,631.7,7.6,3.72,416.3,65.9,501.7,385.9,92,215.4,34.1,697.7,2.84366872297914,7.44,2.70044410102775,2.5864747785714
"486","Friday","Steven Spielberg","action","Saving Private Ryan","24/07/1998","DreamWorks",702.9,65,481.8,7.6,3.65,265.3,55.1,416.8,641.2,169,216.5,44.9,702.9,2.84689354331663,7.3,2.61992771029147,2.80699351368211
"487","Thursday","Jennifer Yuh Nelson","animation","Kung Fu Panda 2","26/05/2011","Pacific Data/DreamWorks",703.8,150,665.7,7.3,3.57,500.4,75.2,515.7,343.8,90,165.2,24.8,703.8,2.84744926249917,7.14,2.71239713140672,2.53630587235103
"488","Friday","Martin Campbell","action","Casino Royale","17/11/2006","Sony",706.6,102,599,8,3.85,431.6,72,497,487.3,144,167.4,28,706.6,2.84917363309883,7.7,2.69635638873333,2.68779641138129
"489","Friday","Matt Reeves","action","Dawn of the Planet of the Apes","11/7/2014","Fox",712,170,708.8,7.7,3.61,500.3,70.6,538.8,316.9,130,208.5,29.4,712,2.85247999363686,7.22,2.73142758705095,2.5009222391903
"490","Friday","Peter Faiman","adventure","Crocodile Dundee","26/09/1986","Paramount Pictures",712.1,5,328.2,6.5,3.12,153.4,46.7,323.2,6464,93,174.8,53.3,712.1,2.8525409857698,6.24,2.50947135210255,3.81050134776653
"491","Friday","Marc Webb","action","The Amazing Spider-Man 2","2/5/2014","Sony",712.2,200,709,6.8,3.22,506.1,71.4,509,254.5,142,202.9,28.6,712.2,2.85260196933823,6.44,2.70671778233676,2.40568778667278
"492","Friday","Barry Levinson","drama","Rain Man","16/12/1988","MGM",713.2,25,354.8,8,3.91,182,51.3,329.8,1319.2,133,172.8,48.7,713.2,2.85321133450332,7.82,2.5182506513085,3.12031064263646
"493","Friday","Brad Bird, Jan Pinkava","animation","Ratatouille","29/06/2007","Buena Vista Studios",715.5,150,623.7,8,3.88,417.3,66.9,473.7,315.8,111,206.4,33.1,715.5,2.8546096380958,7.76,2.67550338472796,2.49941212567228
"494","Friday","Gary Ross","action","The Hunger Games","23/03/2012","Lionsgate",715.9,80,691.2,7.3,3.71,283.2,41,611.2,764,142,408,59,715.9,2.85485236241783,7.42,2.78618334556763,2.88309335857569
"495","Friday","Joe Russo, Anthony Russo","action","Captain America: The Winter Soldier","4/4/2014","Buena Vista Studios",718,170,714.8,7.8,3.72,455,63.7,544.8,320.5,136,259.8,36.3,718,2.8561244442423,7.44,2.73623709890473,2.50582803385484
"496","Wednesday","Steven Spielberg","action","War of the Worlds","29/06/2005","Paramount Pictures",720.5,132,591.7,6.5,3.15,357.5,60.4,459.7,348.3,116,234.3,39.6,720.5,2.85763398515001,6.3,2.66247450375031,2.54195347445824
"497","Wednesday","Martin Brest","action","Beverly Hills Cop","5/12/1984","Paramount Pictures",724.2,15,316.4,7.3,3.54,81.6,25.8,301.4,2009.3,105,234.8,74.2,724.2,2.85985852048099,7.08,2.47914324797861,3.30304478424337
"498","Wednesday","Chris Columbus","comedy","Mrs. Doubtfire","24/11/1993","Fox",726.3,25,441.3,8,3.73,222.1,50.3,416.3,1665.2,125,219.2,49.7,726.3,2.8611160441614,7.46,2.61940641088678,3.22146640221474
"499","Friday","Alfonso Cuar<U+0084>n","drama","Gravity","4/10/2013","WB",731.3,110,716.4,7.9,3.75,442.3,61.7,606.4,551.3,91,274.1,38.3,731.3,2.86409557342425,7.5,2.782759192624,2.74138799247927
"500","Friday","Brad Bird","action","Mission: Impossible - Ghost Protocol","16/12/2011","Paramount Pictures",734.4,145,694.7,7.4,3.64,485.3,69.9,549.7,379.1,133,209.4,30.1,734.4,2.86593266819319,7.28,2.74012573696573,2.57875378442643
"501","Wednesday","Gary Trousdale, Kirk Wise","animation","Beauty and the Beast","13/11/1991","Buena Vista Studios",742,20,425,7.2,3.67,206,48.5,405,2025,84,219,51.5,742,2.87040390527903,7.34,2.60745502321467,3.30642502755069
"502","Friday","Jan de Bont","action","Twister","10/5/1996","WB",749.5,88,494.5,6.3,3.23,252.8,51.1,406.5,461.9,113,241.7,48.9,749.5,2.8747716371843,6.46,2.60906054993009,2.66454796224655
"503","Friday","Bryan Singer","action","X-Men: Days of Future Past","23/05/2014","Fox",751.5,200,748.1,8.1,3.82,514.2,68.7,548.1,274.1,131,233.9,31.3,751.5,2.87592898492293,7.64,2.7388598020722,2.4379090355395
"504","Friday","Bill Condon","adventure","The Twilight Saga: Breaking Dawn Part 1","18/11/2011","Summit Entertainment",752.9,127.5,712.2,5.6,2.49,430.9,60.5,584.7,458.6,117,281.3,39.5,752.9,2.87673729714066,4.98,2.76693309383728,2.66143405039392
"505","Wednesday","John Woo","action","Mission: Impossible II","24/05/2000","Paramount Pictures",754.6,120,546.4,6,2.96,331,60.6,426.4,355.3,123,215.4,39.4,754.6,2.87771680086498,5.92,2.62981719601852,2.55059520748933
"506","Friday","Francis Lawrence","adventure","The Hunger Games: Mockingjay - Part 1","21/11/2014","Lionsgate",755.5,125,752.1,6.8,3.47,415,55.2,627.1,501.7,123,337.1,44.8,755.5,2.87823446867504,6.94,2.79733680077535,2.70044410102775
"507","Friday","Pete Docter, Lee Unkrich, David Silverman","animation","Monsters, Inc.","2/11/2001","Buena Vista Studios",755.7,115,562.8,8.1,3.88,272.9,48.5,447.8,389.4,92,289.9,51.5,755.7,2.87834942221778,7.76,2.65108408924301,2.59039594718401
"508","Friday","Dan Scanlon","animation","Monsters University","21/06/2013","Buena Vista Studios",759.1,200,743.6,7.4,3.65,475.1,63.9,543.6,271.8,104,268.5,36.1,759.1,2.88029899142575,7.3,2.73527944806046,2.43424945239648
"509","Wednesday","David Slade","drama","The Twilight Saga: Eclipse","30/06/2010","Summit Entertainment",761.8,68,698.5,4.9,2.67,398,57,630.5,927.2,124,300.5,43,761.8,2.88184096832493,5.34,2.7996850909091,2.96717342295554
"510","Friday","Robert Stromberg","action","Maleficent","30/05/2014","Buena Vista Studios",761.8,180,758.4,7,3.37,517,68.2,578.4,321.3,97,241.4,31.8,761.8,2.88184096832493,6.74,2.76222828428647,2.50691072555152
"511","Wednesday","Steven Spielberg","action","Indiana Jones and the Temple of Doom","23/05/1984","Paramount Pictures",762.4,28,333.1,7.6,3.68,153.2,46,305.1,1089.6,118,179.9,54,762.4,2.88218288763027,7.36,2.48444220764241,3.03726709456871
"512","Wednesday","Mel Gibson","drama","The Passion of the Christ","25/02/2004","New Market Films",770.3,25,611.9,7.1,3.19,241.1,39.4,586.9,2347.6,127,370.8,60.6,770.3,2.8866598978612,6.38,2.76856410951357,3.37062410084154
"513","Friday","Kevin Costner","adventure","Dances with Wolves","9/11/1990","Orion",771.8,19,424.2,8,3.74,240,56.6,405.2,2132.6,181,184.2,43.4,771.8,2.88750477423538,7.48,2.60766943668824,3.32890940487119
"514","Friday","Eric Darnell, Conrad Vernon, Tom McGrath","animation","Madagascar 3: Europe's Most Wanted","8/6/2012","Pacific Data/DreamWorks",773.6,145,746.9,7,3.32,530.5,71,601.9,415.1,93,216.4,29,773.6,2.88851646107495,6.64,2.77952434332479,2.61815273337852
"515","Friday","Tony Scott","action","Top Gun","16/05/1986","Paramount Pictures",774.2,15,356.8,6.8,3.41,177,49.6,341.8,2278.7,110,179.8,50.4,774.2,2.88885316698294,6.82,2.53377205838472,3.35768715233233
"516","Friday","James Gunn","action","Guardians of the Galaxy","1/8/2014","Buena Vista Studios",777.7,170,774.2,8.1,3.85,441,57,604.2,355.4,121,333.2,43,777.7,2.89081209895512,7.7,2.78118072093726,2.55071742346928
"517","Friday","Carlos Saldanha","animation","Ice Age: The Meltdown","31/03/2006","Fox",779.6,75,660.9,6.9,3.35,465.6,70.4,585.9,781.2,91,195.3,29.6,779.6,2.89187183044558,6.7,2.76782349800752,2.89276223461582
"518","Tuesday","Marc Webb","action","The Amazing Spider-Man","3/7/2012","Sony",785,230,757.9,7.1,3.22,495.9,65.4,527.9,229.5,136,262,34.6,785,2.89486965674525,6.44,2.72255166200096,2.36078268987328
"519","Friday","Chris Weitz","drama","The Twilight Saga: New Moon","20/11/2009","Summit Entertainment",786.8,50,709.8,4.6,2.58,413.2,58.2,659.8,1319.6,130,296.6,41.8,786.8,2.8958643512473,5.16,2.81941231120933,3.12044230687331
"520","Friday","Tim Burton","action","Batman","23/06/1989","WB",788.8,48,411.3,7.6,3.38,160.2,38.9,363.3,756.9,126,251.2,61.1,788.8,2.89696690193315,6.76,2.56026539786271,2.87903850523724
"521","Friday","Brad Bird","animation","The Incredibles","5/11/2004","Buena Vista Studios",794.9,92,631.4,8,3.91,370,58.6,539.4,586.3,115,261.4,41.4,794.9,2.90031249698373,7.82,2.73191094211687,2.7681198941848
"522","Friday","Justin Lin","action","Fast & Furious 6","24/05/2013","Universal",805.1,160,788.7,7.2,3.33,550,69.7,628.7,392.9,130,238.7,30.3,805.1,2.90584982664232,6.66,2.79844346035019,2.59428202881181
"523","Wednesday","Michael Bay","action","Armageddon","1/7/1998","Buena Vista Studios",807.8,140,553.7,6.6,2.4,352.1,63.6,413.7,295.5,150,201.6,36.4,807.8,2.90730384883397,4.8,2.61668552089551,2.47055748521727
